mark1,mark2,mark3,attendance,fee_paid_flag,edu_loan_flag,yearly_income,yearly_fees,dropped_out
34,29,41,71,1,1,149937,147597,0
18,75,38,75,1,1,368316,97027,0
29,67,68,41,1,1,75437,70808,0
77,87,47,79,1,0,451365,59530,0
83,28,56,89,1,0,457887,28834,0
24,72,20,90,1,1,73119,34358,0
39,67,81,53,1,0,227189,29872,1
87,50,98,59,1,1,280389,78694,1
13,23,19,64,1,0,459495,107193,1
25,13,14,81,1,1,380979,143498,1
86,68,68,88,1,1,280882,70321,0
21,17,76,47,1,1,307157,110363,1
47,41,50,67,1,0,448019,93709,0
82,56,75,85,1,1,110805,36685,0
50,82,61,60,1,1,68201,31333,0
2,11,84,62,1,1,307636,136254,1
41,81,36,71,1,1,78634,31356,0
18,16,5,47,1,0,457976,60584,1
72,29,70,70,1,1,454042,130453,0
27,87,25,76,1,0,398965,71362,0
83,74,7,55,1,0,357919,31344,0
44,98,72,79,1,1,438690,134491,0
70,22,90,81,1,1,164090,64619,0
77,80,3,66,1,1,124676,125534,0
62,0,20,79,1,1,56798,127107,0
72,78,30,80,1,1,127160,101331,0
18,31,20,57,1,1,127751,115279,1
46,8,24,74,1,1,232482,141276,1
13,14,14,88,1,0,353032,21943,0
37,27,34,91,1,1,361191,110185,1
52,23,48,54,1,0,421784,80217,0
60,59,42,92,1,1,414758,132319,0
35,34,40,66,1,1,95955,41021,1
39,85,36,56,0,0,293465,28348,0
80,26,56,79,1,0,445198,97286,0
29,82,41,41,1,1,214936,90921,0
8,75,46,88,0,0,433442,36639,0
63,19,91,89,1,1,135490,105030,0
32,64,60,70,1,0,351409,84566,0
51,84,13,100,1,1,96313,62011,0
88,48,67,76,1,1,94350,134577,0
13,0,52,80,1,1,196450,123336,0
74,9,83,80,1,1,421312,124565,0
52,46,33,73,1,1,299406,137105,0
98,58,75,73,1,0,298179,38640,1
58,95,96,90,0,0,250887,55402,0
77,61,23,94,1,1,340068,85088,0
93,85,19,98,1,0,394737,80240,0
40,17,68,42,1,0,429634,21891,0
67,45,29,56,1,1,57312,48259,0
67,31,87,53,1,0,342497,83021,1
91,26,6,53,1,1,163744,48987,1
7,91,35,85,1,1,281745,72616,0
1,17,37,77,1,0,267522,30683,0
85,38,79,74,1,0,328336,81083,0
40,48,51,40,1,0,198522,29967,0
54,92,14,87,1,1,186504,97664,0
15,81,45,68,1,1,238297,60194,1
92,43,22,43,1,1,408692,120274,1
61,71,11,100,1,1,148991,113831,1
47,53,92,72,1,1,128711,105873,0
29,94,43,56,1,1,246676,82661,0
11,33,14,67,1,1,191367,107738,1
34,70,92,89,1,1,56774,92307,1
10,35,48,65,1,1,165107,63452,1
63,17,20,47,0,0,193262,32857,1
49,37,14,73,0,0,474502,51301,0
84,58,13,98,1,1,257397,75900,0
20,8,41,57,1,0,278552,51460,1
68,72,79,70,1,1,122427,106923,0
47,71,14,98,1,1,137513,69800,0
19,50,62,66,1,0,376158,29832,0
100,34,67,55,1,0,276959,67408,0
66,81,26,97,1,0,256924,32626,0
43,4,86,49,1,0,367400,77872,0
32,13,92,79,1,1,309549,104021,0
72,91,52,51,1,1,299652,98959,0
60,29,51,61,1,1,148743,116939,1
8,3,62,55,1,1,239702,116159,1
67,38,72,51,1,0,296968,36802,0
34,83,52,50,1,0,403334,36333,0
80,63,56,59,0,0,363859,55120,0
97,24,51,90,1,1,57466,113621,0
87,27,42,40,1,0,307575,42159,0
95,75,6,66,0,0,329781,44660,0
64,65,41,42,0,0,442568,76843,0
7,77,3,51,1,1,118745,145179,1
44,21,68,69,1,1,86317,54519,0
86,30,4,48,1,1,230838,114333,0
46,22,74,92,1,1,184150,104577,1
39,47,91,100,1,0,470515,64935,1
75,19,79,93,0,0,282866,42507,0
53,37,40,76,1,1,53543,91060,0
75,54,93,40,1,0,434934,104271,1
45,67,3,81,1,1,101052,77223,0
46,78,1,88,1,1,72064,47675,0
14,87,66,43,1,1,122287,133487,0
18,88,20,54,1,1,130442,37673,1
25,0,69,90,1,1,170550,129619,1
51,6,42,66,1,1,64425,55470,1
92,56,81,47,0,0,363625,61603,0
21,94,68,99,1,1,127347,104825,0
20,11,8,99,1,1,122317,51230,1
50,4,83,62,1,1,100530,34542,0
37,49,27,54,1,1,393243,130563,1
19,41,25,66,1,0,338032,81407,1
28,11,81,70,1,1,208563,73821,0
50,17,82,78,1,0,475568,55690,0
3,65,2,86,1,0,202748,26654,1
54,73,72,47,1,0,377980,87557,0
70,78,99,69,1,1,218535,132259,1
91,93,94,97,0,0,422622,105544,0
27,16,48,94,1,1,361134,108264,0
3,67,16,81,1,1,136544,109698,0
21,70,62,57,1,1,113627,47446,1
75,61,54,43,0,0,463437,115515,0
44,40,22,86,0,0,296037,68484,0
66,94,33,82,1,0,275942,64078,0
85,33,68,61,1,1,178345,134824,0
65,69,14,42,1,0,122843,24225,1
87,44,46,54,1,1,494529,144098,0
33,57,2,74,1,1,79251,94745,0
90,50,82,86,1,1,489802,130196,0
54,33,27,77,1,1,280765,101259,0
0,43,2,72,1,1,124418,65487,1
71,14,3,53,0,0,497100,88676,1
86,77,87,87,1,0,364764,31721,0
37,69,30,40,1,1,60040,22587,0
5,49,44,92,1,1,226950,128878,0
85,100,58,88,0,0,449185,59437,0
24,31,44,65,1,1,63162,38989,1
81,66,74,47,1,1,115435,52726,0
16,2,36,89,1,1,311989,90540,0
60,85,64,55,1,1,168504,145967,1
11,85,8,77,1,1,386811,99837,0
5,73,16,49,1,1,440802,118215,1
89,50,64,81,1,1,55037,113639,0
26,66,2,76,1,1,372670,145437,0
7,75,25,65,0,0,400058,61168,1
82,92,52,67,1,1,195765,84669,0
64,47,30,51,1,0,404306,93040,0
56,16,25,59,1,1,109090,122114,1
92,6,22,88,1,0,445667,91616,0
98,12,29,53,0,0,115560,27408,0
39,65,9,85,0,0,449178,24153,0
13,3,71,74,1,1,401696,144887,1
34,9,88,68,1,0,328588,31055,0
47,87,63,51,1,0,352587,39760,1
83,16,21,91,1,0,197578,37752,0
55,51,14,57,1,0,481600,109729,0
48,5,55,83,1,0,409373,23800,0
12,82,73,41,1,0,424458,86573,0
60,68,19,41,1,1,74248,50054,0
48,95,46,98,1,0,489378,81816,0
45,73,86,56,1,0,223762,46866,0
61,8,52,49,1,0,439665,20992,0
7,90,52,57,0,0,293824,43696,0
42,76,0,61,1,1,118008,80282,1
19,82,1,58,1,1,372453,122814,1
96,20,57,97,1,1,93237,118697,0
89,23,18,92,1,0,439111,93541,0
38,3,61,40,1,0,478948,72838,1
84,23,77,63,1,0,320248,49400,0
48,58,71,100,1,1,133230,102277,1
63,98,11,75,1,1,402410,138692,0
61,2,25,64,1,1,84980,148575,1
53,67,26,75,1,0,311057,37565,0
8,100,28,70,1,1,124990,59585,0
87,39,14,70,0,0,220632,54833,0
36,47,45,41,1,1,321698,141559,1
48,53,0,58,1,0,403193,32094,1
40,34,59,92,0,0,227059,51280,0
16,94,91,51,1,1,212057,66647,0
87,55,56,49,1,1,98167,64378,1
20,88,2,70,0,0,297605,39513,0
50,39,17,84,1,0,221500,20154,1
58,76,51,100,1,1,379382,115798,0
38,67,59,61,0,0,296150,48134,0
54,45,33,62,1,1,243795,128050,1
40,77,95,91,1,1,67038,28678,0
38,12,92,62,1,0,465435,26294,1
12,26,88,54,1,0,447487,29574,0
63,5,59,65,0,0,339541,55183,0
10,16,25,42,1,1,124491,68747,1
18,35,71,62,1,1,79602,86606,1
10,98,18,59,1,1,104471,38638,0
76,80,21,100,1,1,243222,77194,0
45,1,92,84,1,0,487443,67553,0
44,76,32,79,1,0,409225,46082,1
0,51,37,96,1,1,73116,36306,1
39,65,34,78,1,1,318818,128371,0
18,51,66,95,1,1,460685,147899,0
75,91,82,47,1,0,317590,27807,0
71,42,9,57,1,1,174809,108760,0
71,89,90,80,1,1,332904,141401,1
60,21,14,45,1,1,51963,71342,1
11,54,10,66,0,0,420425,52143,1
60,66,89,75,1,1,257074,141952,0
32,98,23,54,1,1,208334,78414,0
44,59,76,76,1,1,55177,110302,0
89,57,95,97,1,1,61160,44715,1
91,11,100,44,1,0,415020,82054,0
68,87,3,78,1,1,57543,92934,1
7,68,12,48,0,0,419355,32202,1
24,83,72,46,1,1,89278,47987,0
90,38,56,80,1,0,472823,55740,0
45,12,97,59,1,1,266907,136202,0
86,40,36,49,1,1,198293,96848,0
29,56,47,65,1,0,446539,105890,0
46,52,70,43,1,0,364249,73871,0
86,11,0,77,1,1,288913,146404,0
48,12,59,63,0,0,388295,33627,1
46,73,11,53,1,1,305980,119649,1
83,96,20,80,1,1,379112,114294,0
81,56,10,40,1,0,466454,71069,1
17,39,43,56,1,0,287031,60409,1
65,79,57,84,1,1,375974,147257,0
67,44,43,63,1,1,386111,114022,0
93,34,77,66,1,1,189402,100635,1
32,2,97,46,1,1,225225,131689,1
35,4,33,48,1,1,320755,126948,1
81,89,24,82,0,0,326016,81486,0
100,10,3,74,1,0,361599,21611,0
18,70,63,97,1,1,347074,146047,0
27,55,89,51,1,0,384166,51657,1
39,9,15,60,1,1,112714,38462,1
83,33,9,42,1,1,174906,96309,1
96,66,65,54,1,1,491932,136752,1
75,71,34,60,1,1,420866,109299,0
14,30,82,49,0,0,378848,58547,1
40,74,5,72,1,1,50415,127754,0
38,70,18,85,1,1,126441,49063,0
1,65,58,98,1,1,161736,125454,0
62,69,52,91,1,1,120779,102273,0
28,40,7,45,1,1,273628,130896,1
73,62,77,41,1,1,400588,140406,0
65,31,9,68,1,1,154448,99397,1
50,19,66,94,1,0,322032,72788,0
74,56,37,79,1,1,226371,62523,0
76,97,28,72,1,1,174790,50284,0
9,49,14,100,1,1,108765,107964,0
13,79,86,43,1,1,243786,83996,0
81,24,22,98,1,1,65935,86247,0
50,11,81,43,1,0,385146,33706,1
72,70,45,68,1,1,392775,113614,0
38,38,82,76,1,1,51320,30924,0
27,16,27,99,1,1,358176,131377,1
2,44,25,99,1,1,127763,35921,0
83,10,9,59,1,0,461123,45432,1
69,69,46,80,1,1,350146,138960,0
26,22,3,62,0,0,488054,37813,1
1,90,54,84,1,1,88912,124748,0
92,69,65,57,1,1,312696,128988,1
37,37,66,88,1,1,70140,85250,0
2,1,6,64,1,1,135591,146078,1
15,85,54,40,1,1,229809,88956,0
93,83,79,93,1,1,83367,22068,0
39,88,30,54,1,0,261706,59927,1
1,78,73,73,1,1,74061,90342,0
80,92,18,87,1,1,408734,125148,0
40,71,27,59,1,0,354268,50539,1
11,36,80,93,0,0,488854,31683,0
34,48,27,76,1,1,445198,143031,0
64,51,18,66,1,0,428466,105151,0
54,32,100,61,0,0,418278,55674,0
44,21,86,90,1,0,347909,72703,0
78,4,19,44,1,0,394750,78810,1
89,17,12,73,1,1,408566,106111,0
100,37,76,78,1,1,159910,105343,0
84,36,42,42,1,1,366825,105977,1
61,93,10,56,1,1,374493,107114,0
48,94,47,63,0,0,150063,31117,0
94,63,14,63,1,0,113474,23665,1
24,9,16,42,1,1,210585,139423,1
22,78,53,84,0,0,334736,64390,0
23,41,49,46,1,0,424340,94884,1
37,47,27,64,0,0,335762,83887,1
27,43,82,95,1,1,101632,68266,0
20,81,3,42,0,0,458625,75541,1
53,86,21,54,1,1,59529,84802,0
17,96,85,68,1,1,434308,114319,0
35,15,100,89,1,1,74154,27882,1
98,53,38,68,1,1,82882,90825,0
44,34,33,49,1,1,94917,33910,1
72,97,96,71,1,1,132488,60566,0
52,27,43,62,1,1,65701,83073,1
29,1,41,78,1,1,256353,117519,0
59,93,39,48,1,0,270943,56176,1
97,12,96,76,1,1,118225,103081,0
31,40,11,91,1,0,431422,50289,0
66,79,1,79,1,1,233564,70411,0
66,58,27,53,1,1,52988,132263,0
27,68,73,43,1,1,85919,89626,1
43,91,85,59,1,1,229498,129337,1
78,52,80,67,1,0,233239,35362,1
40,44,89,53,1,1,59013,107610,0
62,19,66,83,1,0,482329,116371,0
22,23,70,73,1,0,184646,33783,0
74,60,71,52,1,0,279088,64162,0
47,90,83,70,1,1,57838,55749,0
31,93,75,72,1,1,81368,126369,0
56,57,98,91,1,1,82228,23554,0
99,26,80,78,1,1,297368,146352,0
32,25,91,67,1,0,492927,78568,1
23,6,9,64,1,1,358241,130883,1
38,41,85,71,0,0,236845,38773,0
33,46,56,48,1,0,471855,93694,0
55,52,96,67,0,0,458039,86550,0
27,58,85,97,1,1,204582,140417,1
36,37,36,70,1,1,179802,66295,0
6,68,76,56,0,0,350477,50331,0
67,86,90,92,1,0,316579,65640,1
36,91,63,62,0,0,350562,84877,1
55,97,78,52,1,1,107955,66969,1
64,52,85,94,1,0,371651,62986,0
64,14,93,49,1,1,101033,122017,1
46,95,39,55,1,1,267161,136180,0
19,25,100,45,1,0,385116,27585,0
18,47,97,87,1,0,152012,24122,0
28,94,59,50,1,1,97219,128196,1
73,18,97,97,0,0,215549,36838,0
59,8,47,91,1,0,223793,37301,0
17,63,98,42,1,0,248300,43107,0
91,92,18,67,1,0,458739,77357,0
34,53,71,100,1,1,82326,108161,0
42,50,32,80,1,1,424770,122678,0
94,38,43,54,1,1,223277,75211,1
90,3,91,99,1,0,443341,86025,0
10,2,36,52,0,0,378879,86520,1
48,63,88,81,0,0,416540,37344,0
37,28,35,91,1,1,66375,77202,0
63,10,80,95,1,1,183783,120086,0
68,96,87,84,1,0,475653,34959,0
7,57,20,56,1,1,471238,132846,1
33,74,1,46,1,0,321326,58751,1
47,26,30,67,1,0,143177,21869,1
55,96,96,77,1,1,145066,64264,0
75,20,29,52,1,0,436545,50268,0
64,38,75,99,1,1,400292,104564,0
30,94,43,56,1,0,484166,59606,0
3,45,11,54,0,0,415950,33550,1
49,65,50,75,1,1,193992,139033,1
68,90,48,67,1,1,72144,25702,0
29,35,23,54,1,1,170270,98563,1
87,74,23,85,1,1,265490,130164,0
58,81,59,92,1,1,183637,81745,1
66,64,10,50,1,1,138909,118279,1
74,62,12,95,1,0,497158,44459,0
44,98,90,70,1,1,251632,76782,0
3,34,71,43,1,0,467907,107822,1
25,30,73,74,0,0,180661,26032,0
26,27,71,73,0,0,345943,21825,0
45,0,63,91,1,1,84510,146187,0
63,24,19,66,1,1,137919,97090,1
90,42,71,49,1,1,163043,137798,1
50,83,72,69,1,1,258438,68101,1
49,66,70,84,1,0,472191,80109,1
5,62,77,59,1,0,365386,32470,1
58,50,27,68,0,0,96546,23770,0
14,1,1,97,1,0,204339,47268,0
29,81,42,92,0,0,382083,20029,0
41,63,7,68,1,0,433409,50083,1
100,73,12,62,0,0,317041,28958,0
36,68,84,96,1,1,181235,133806,0
41,8,91,89,0,0,282686,28806,0
100,1,34,60,1,0,364684,52162,1
34,33,22,87,1,1,294367,94732,1
86,59,45,82,1,0,342174,54889,0
5,60,14,49,1,1,105313,47702,1
67,30,1,80,1,0,440214,55777,0
17,9,60,51,1,1,79870,72971,1
72,75,75,69,1,0,428709,27739,0
28,35,63,100,1,1,174703,44599,0
76,84,51,90,1,0,472698,56827,0
58,48,35,72,0,0,474274,96821,1
46,69,66,57,1,1,369399,116683,1
16,48,68,53,1,1,404551,115263,1
95,2,66,61,1,1,167952,88446,1
21,73,46,60,1,0,493716,100210,1
67,4,82,40,1,1,310401,103890,1
68,89,1,88,1,0,469595,116212,0
36,60,43,82,1,1,421540,111650,0
48,84,100,91,1,0,335818,43039,0
12,89,63,99,1,1,305545,146021,0
33,25,80,54,1,1,187662,139455,0
85,71,77,75,1,0,474648,64929,0
52,4,27,86,1,1,352570,117367,1
86,14,90,93,1,1,99584,63884,0
50,15,53,61,1,0,268735,45146,1
2,0,73,71,1,1,219087,65819,0
41,15,66,97,1,1,123251,103162,0
97,36,35,85,1,1,119353,102632,0
31,2,62,93,0,0,407173,51308,1
50,51,24,72,0,0,132990,33054,0
84,46,85,97,1,1,316744,99606,1
45,94,47,80,1,1,205762,127789,0
20,12,38,98,1,1,158286,72018,0
43,79,46,78,0,0,345906,46250,0
10,54,93,62,1,0,431150,34413,0
67,20,20,82,1,1,218571,97391,0
0,65,29,94,1,0,450886,58921,1
91,53,91,41,1,1,267759,91123,1
62,26,30,41,1,1,67341,144239,1
23,37,25,77,1,1,145140,94363,0
98,89,21,94,1,0,396218,45785,0
12,57,20,90,1,1,67015,76865,0
97,61,0,68,1,1,422324,117400,1
10,45,36,91,1,1,174581,116847,1
99,88,76,85,1,0,236269,26861,0
50,10,84,99,1,1,99849,96340,0
16,71,45,42,1,0,426863,33979,1
98,7,8,78,1,1,65852,86833,0
81,96,16,46,1,1,105361,133049,1
85,70,46,75,0,0,423938,20357,1
23,63,84,68,1,1,202330,148646,1
18,20,94,94,1,1,112355,134604,0
36,71,58,76,1,0,484724,67201,0
84,62,53,88,1,0,436917,74254,0
7,84,85,97,1,1,77410,102160,0
27,63,11,75,1,0,311046,30796,0
4,19,63,62,1,0,453111,43238,1
16,7,5,84,1,1,253014,114176,0
100,57,52,55,1,1,83924,70978,0
35,45,15,87,1,0,424766,60883,0
18,30,89,70,1,1,287911,117393,0
63,92,4,73,1,1,382975,105478,0
90,8,72,89,0,0,455480,89396,0
97,14,45,40,1,1,340182,148240,0
10,93,13,57,1,1,285530,130747,1
53,25,43,97,0,0,429080,24447,0
44,9,62,79,1,0,321280,40523,0
46,28,93,82,1,1,325357,84079,0
11,79,51,95,1,1,258680,84823,0
20,35,25,95,1,1,158546,69289,0
10,83,52,54,1,1,77431,138422,0
91,36,28,87,1,1,92290,120271,1
4,85,18,88,1,1,408959,124883,0
80,70,46,56,0,0,180374,24849,0
55,22,7,83,1,1,92747,44718,0
19,40,22,49,1,1,125974,125471,1
40,92,34,59,1,1,391907,107862,0
45,79,94,45,1,1,250280,93002,0
11,27,52,47,1,1,179132,80977,1
69,47,98,84,1,1,385138,108325,0
16,37,95,73,1,0,265147,47135,0
18,30,57,100,1,1,381159,149696,1
25,13,4,71,1,1,195959,130653,0
47,96,15,90,1,1,50051,50262,0
51,72,16,93,1,1,379839,148422,0
95,90,31,81,1,1,266643,140203,0
69,87,95,43,1,1,303116,109971,1
54,76,51,83,1,0,340635,54787,0
99,89,19,89,1,1,328224,124478,1
74,28,65,78,1,1,84880,35689,0
32,50,83,59,0,0,241037,59860,0
61,48,81,63,1,1,423200,137537,0
87,42,0,63,1,1,97361,70344,0
22,91,57,94,1,1,399829,128809,0
14,91,92,65,1,0,393019,87891,0
26,71,92,64,1,1,144841,71658,0
74,86,82,75,1,1,247962,117464,0
63,92,43,46,1,0,459809,85869,1
80,4,5,49,1,0,459383,55330,1
50,41,49,97,1,1,400235,100312,0
52,6,71,86,1,1,83005,80064,0
77,41,87,51,1,0,287903,47014,1
90,35,19,40,1,0,310158,54563,0
81,26,13,91,1,1,115471,35270,0
91,57,4,89,1,1,176718,51279,0
50,45,40,64,1,1,156379,118557,1
46,65,39,55,0,0,362872,23657,0
3,24,33,44,1,1,189763,109422,1
6,72,79,58,1,1,59756,127919,0
34,26,44,43,1,1,173670,88773,1
47,0,70,45,1,1,348452,121635,1
72,86,79,65,1,0,114079,21027,1
71,73,70,88,1,1,115524,34199,0
44,41,26,78,1,1,59327,136854,1
80,51,77,95,1,1,471736,131587,0
80,24,77,94,1,1,224380,64954,0
96,53,43,78,1,1,155561,135157,0
95,66,32,48,1,0,406580,99317,1
71,5,32,84,1,1,66533,35120,1
18,57,43,91,1,1,147417,76812,1
62,69,19,53,1,1,405462,109825,0
37,52,35,87,0,0,225560,25983,0
66,65,6,94,1,1,248232,148499,0
58,57,31,48,1,1,90429,86629,0
68,81,66,54,0,0,494942,90325,1
12,86,38,76,0,0,398492,22912,0
46,1,92,89,1,0,385209,67879,0
60,75,23,92,1,0,463869,41873,0
30,21,85,59,0,0,405540,34332,0
79,36,69,47,1,1,63654,36564,0
95,19,87,71,0,0,445324,97795,0
21,23,86,86,1,1,381627,145956,0
92,83,53,60,1,1,57899,127716,0
85,64,37,96,1,0,194444,40526,1
42,64,73,80,1,0,480898,85481,0
66,80,79,58,0,0,408053,72775,0
53,0,74,68,1,1,417115,106649,0
9,93,31,97,1,1,141724,36006,0
41,2,44,70,1,0,479799,41643,0
63,45,60,93,1,1,79295,109949,0
20,54,69,45,1,0,392709,83128,1
79,74,87,43,1,1,99574,62523,0
75,87,96,82,1,1,413211,115658,0
65,85,52,68,1,1,246006,90220,0
40,63,50,81,1,1,80066,93390,1
23,44,75,42,1,1,264221,72784,0
34,25,55,40,1,1,266168,107893,1
55,76,26,83,1,1,190017,79701,0
29,64,37,94,1,1,79418,124721,1
56,23,61,54,1,1,132607,37946,1
93,73,17,86,1,1,99874,33127,0
46,34,63,60,1,1,424302,136101,0
34,23,76,85,1,1,460346,129002,0
18,27,29,97,1,0,398401,49404,0
7,99,48,70,1,1,180538,108424,0
25,79,40,46,1,0,263699,37401,0
70,15,12,56,1,0,262465,35428,1
29,58,33,95,1,1,484610,121958,1
6,80,99,58,1,1,99635,133301,0
66,53,93,78,1,1,307470,141530,0
64,78,24,99,1,1,425167,132046,0
35,15,65,42,1,0,411981,84372,1
24,14,99,69,1,1,263161,127253,0
36,97,17,74,1,0,329548,31971,0
0,10,4,97,1,1,122629,133695,1
14,64,18,96,1,1,63156,108018,1
36,78,41,68,1,1,498834,143500,1
12,89,17,89,1,1,99999,144768,1
7,67,31,91,0,0,457001,105504,1
4,42,20,93,1,0,229431,36565,0
59,68,9,53,1,0,326838,26829,0
72,98,36,74,1,1,479330,145608,0
0,12,48,67,1,1,381693,96023,1
35,9,85,97,0,0,238302,55435,0
34,74,12,69,1,1,82799,118161,0
65,81,54,65,1,1,402432,148296,1
62,97,16,46,1,1,192228,128295,1
22,40,8,78,0,0,453520,101823,0
8,49,87,70,1,0,352789,58941,0
33,86,43,44,1,1,220010,140109,0
45,70,77,74,0,0,389758,62459,0
77,58,45,89,1,0,272686,67976,0
3,38,7,86,1,1,183387,131539,1
29,2,36,91,1,1,278339,99199,0
94,75,18,53,1,0,410513,29176,0
74,6,62,100,1,1,62420,146433,0
98,48,91,75,1,0,330456,71516,0
71,25,45,66,1,0,333539,35072,1
2,32,93,63,1,1,352445,91052,0
13,100,70,79,1,1,301985,117368,0
59,47,25,68,1,1,96972,39689,0
76,78,45,92,1,1,113294,38599,0
44,1,45,84,1,1,130853,145670,0
95,70,74,61,1,1,170135,102045,0
33,31,13,47,1,0,491441,55388,1
44,3,84,54,1,1,132504,138903,0
60,19,62,88,1,0,334998,70603,0
82,35,71,44,1,1,171373,94736,1
15,31,2,91,1,0,382924,45789,0
65,27,27,43,1,0,474145,97432,1
39,76,28,50,1,1,418602,107467,1
16,0,86,57,1,1,369247,108623,1
33,59,17,81,1,1,375764,109289,1
15,55,34,88,1,0,401734,72282,1
59,34,76,69,0,0,396268,53464,1
65,29,75,54,1,0,356734,87806,0
65,53,46,45,1,1,412340,111627,0
89,35,4,94,1,1,122554,61994,0
12,54,74,92,1,1,453837,145720,0
55,88,58,55,1,1,167781,101596,0
30,79,74,86,1,1,50973,128031,0
33,57,58,79,1,1,299784,127309,0
38,82,46,48,1,1,290210,143189,1
66,64,94,82,1,1,370930,111123,1
7,68,94,98,1,1,154919,133388,0
86,50,12,73,1,1,87097,115265,0
77,21,77,66,1,1,171403,45594,0
54,87,88,52,1,0,346389,72563,1
26,100,32,75,1,1,246283,138406,0
92,52,96,66,1,1,104841,100352,1
52,99,61,48,1,1,75346,125021,1
38,35,78,44,1,1,155633,106840,0
64,67,15,90,1,1,121980,48386,0
16,35,43,61,1,1,140417,136732,1
29,51,57,70,0,0,492369,86652,0
52,52,5,42,1,1,389086,114835,1
12,81,88,69,1,1,417291,118123,0
20,49,14,60,0,0,403119,37540,1
18,79,3,74,1,1,318116,133483,0
52,40,55,45,0,0,360207,53756,1
18,17,63,67,1,1,180017,63426,1
56,21,67,71,1,0,369199,25587,0
24,65,93,81,1,1,284481,103748,0
85,20,33,76,1,1,192003,101339,0
30,99,90,64,1,1,188774,109792,0
80,43,94,71,1,1,134834,69039,0
54,46,55,74,0,0,464756,30269,0
22,38,31,61,1,0,369594,26088,1
31,28,8,63,1,1,278648,120649,1
61,53,62,78,1,1,115252,62044,1
73,89,71,93,1,1,96904,47081,1
9,84,77,69,1,1,102320,81388,1
99,16,32,89,1,0,343144,30543,0
71,79,86,71,1,0,145341,23005,0
53,59,20,70,1,0,308596,57203,1
51,30,54,62,0,0,314743,36220,1
19,72,75,79,1,1,399780,128991,0
31,94,56,72,0,0,277117,52696,0
13,77,1,64,1,1,265791,99683,1
49,48,12,75,1,1,237237,66381,0
27,100,3,63,1,1,239927,67984,1
52,1,83,70,1,1,284849,149563,0
23,47,49,97,1,1,50018,124932,0
78,13,47,78,1,0,181930,20076,0
21,58,77,85,1,1,469208,124056,0
29,96,29,52,0,0,475796,38946,0
62,98,28,49,1,1,383060,103492,0
3,57,7,62,1,0,216872,43471,1
76,57,11,57,1,1,431337,133298,0
58,50,40,71,1,1,108770,81531,0
86,83,25,72,1,0,498157,58738,0
7,1,49,75,1,0,265523,60720,0
81,40,1,67,1,1,286847,114673,0
11,82,54,55,1,1,349631,141297,0
30,100,55,55,1,0,194015,44440,0
77,81,13,57,0,0,152342,31862,0
33,15,5,47,1,1,111457,121415,1
81,3,94,81,1,1,330980,88273,1
97,11,80,55,1,1,413294,127848,1
74,28,88,94,1,0,323538,41788,0
75,6,60,95,1,0,384302,45522,0
48,13,95,50,1,0,436804,90185,0
78,11,11,45,1,1,160599,89404,1
56,98,12,40,1,0,337424,72289,1
94,4,18,100,1,0,174221,27824,0
92,80,43,100,1,1,299222,140824,0
25,31,88,51,0,0,127318,27799,1
17,73,94,96,1,1,444375,149132,0
95,42,58,77,1,1,382306,105406,0
85,80,36,67,1,0,466656,65147,0
37,68,24,84,1,1,364856,102922,0
80,44,15,97,1,1,310784,147343,1
86,8,37,56,1,1,421722,143699,1
87,48,42,40,0,0,228728,28614,0
49,32,86,71,0,0,187661,45147,0
7,99,13,47,1,1,360385,96637,1
40,99,5,93,1,1,305667,126210,0
5,17,88,79,1,1,73233,123663,0
68,8,22,95,1,0,216083,40914,0
43,61,59,82,1,1,320321,83699,0
63,56,11,85,1,0,215600,29615,0
28,28,12,63,1,1,164506,70785,1
27,77,99,49,1,1,284818,108589,0
10,24,97,86,1,1,111351,120057,0
64,14,5,78,0,0,404052,77811,0
18,5,62,78,1,1,101827,99017,0
8,41,37,49,0,0,466724,66898,1
26,28,49,75,1,1,498149,147767,0
33,78,51,64,1,1,130501,129418,0
43,92,39,99,1,1,118772,75505,0
67,3,7,89,1,1,65611,96031,0
99,81,60,98,1,1,203354,111818,0
81,56,7,96,1,1,353147,142952,0
14,48,96,49,0,0,262437,20146,0
50,43,33,58,1,0,300036,60275,0
12,79,78,85,1,1,192412,135004,0
82,74,99,84,1,0,408773,35977,0
48,13,59,54,0,0,398787,61565,1
69,2,56,55,1,1,386828,127070,1
55,61,98,41,1,0,420754,53945,0
75,63,45,68,1,1,432476,129822,1
50,44,21,43,1,1,133035,121726,1
36,81,86,92,0,0,330309,22594,0
16,57,39,89,1,1,159322,96610,0
57,19,44,68,1,0,461476,77655,1
86,57,54,70,1,1,104515,47431,1
89,88,50,56,1,1,271524,102684,0
28,56,85,49,1,1,159446,142524,0
32,76,4,66,1,1,80480,108197,1
59,67,94,92,1,0,233599,47571,0
90,77,12,80,1,1,109789,129696,1
88,96,27,54,1,1,232974,85971,0
54,91,83,99,1,1,82191,121655,0
9,51,96,83,1,1,109488,81797,0
46,36,79,70,1,0,256154,63937,0
22,7,61,60,1,1,217116,137618,1
84,43,92,99,1,1,230672,79643,1
20,97,86,98,1,1,399601,102054,0
12,4,23,97,1,1,229848,114026,1
100,68,97,80,1,1,414620,106538,0
32,30,6,85,1,1,456052,127299,0
23,44,37,84,1,1,124525,80051,0
10,8,36,99,1,0,364792,87902,0
